NGCNGC/IC;MES-cat;RightAsc.(2000);0;Decl.(2000);0
NGC5940;0;15;31;7;27
NGC5941;0;15;31;7;20
NGC5942;0;15;31;7;18
NGC5943;0;15;29;42;46
NGC5944;0;15;31;7;18
NGC5945;0;15;29;42;55
NGC5946;0;15;35;-50;39
NGC5947;0;15;30;42;43
NGC5948;0;15;32;3;58
NGC5949;0;15;28;64;45
NGC5950;0;15;31;40;25
NGC5951;0;15;33;15;0
NGC5952;0;15;34;4;57
NGC5953;0;15;34;15;11
NGC5954;0;15;34;15;12
NGC5955;0;15;35;5;3
NGC5956;0;15;34;11;44
NGC5957;0;15;35;12;2
NGC5958;0;15;34;28;39
NGC5959;0;15;37;-16;35
NGC5960;0;15;36;5;39
NGC5961;0;15;35;30;51
NGC5962;0;15;36;16;36
NGC5963;0;15;33;56;33
NGC5964;0;15;37;5;58
NGC5965;0;15;33;56;41
NGC5965;0;15;34;56;41
NGC5966;0;15;35;39;46
NGC5967;0;15;48;-75;40
NGC5967;0;15;46;-75;47
NGC5968;0;15;39;-30;33
NGC5969;0;15;34;56;27
NGC5970;0;15;38;12;11
NGC5971;0;15;35;56;27
NGC5972;0;15;38;17;1
NGC5973;0;15;40;-8;36
NGC5974;0;15;39;31;45
NGC5975;0;15;39;21;28
NGC5976;0;15;36;59;23
NGC5976;0;15;36;59;33
NGC5977;0;15;40;17;7
NGC5978;0;15;42;-13;14
NGC5979;0;15;47;-61;13
NGC5980;0;15;41;15;47
NGC5981;0;15;37;59;23
NGC5982;0;15;38;59;21
NGC5983;0;15;42;8;14
NGC5984;0;15;42;14;13
NGC5985;0;15;39;59;19
NGC5986;0;15;46;-37;47
NGC5987;0;15;39;58;4
NGC5988;0;15;44;10;17
NGC5989;0;15;41;59;45
NGC5990;0;15;46;2;24
NGC5991;0;15;45;24;37
NGC5992;0;15;44;41;5
NGC5993;0;15;44;41;7
NGC5994;0;15;46;17;52
NGC5995;0;15;48;-13;45
NGC5996;0;15;46;17;53
NGC5997;0;15;47;8;19
NGC5998;0;15;49;-28;34
NGC5999;0;15;52;-56;28
NGC6000;0;15;49;-29;23
NGC6001;0;15;47;28;38
NGC6002;0;15;47;28;36
NGC6003;0;15;49;19;1
NGC6004;0;15;50;18;56
NGC6005;0;15;55;-57;26
NGC6006;0;15;53;12;0
NGC6007;0;15;53;11;57
NGC6008;0;15;53;21;4
NGC6008;0;15;52;21;6
NGC6008;0;15;52;21;6
NGC6009;0;15;53;12;3
NGC6010;0;15;54;0;32
NGC6011;0;15;46;72;10
NGC6012;0;15;54;14;36
NGC6013;0;15;52;40;38
NGC6014;0;15;55;5;55
NGC6015;0;15;51;62;18
NGC6016;0;15;55;26;58
NGC6017;0;15;57;5;59
NGC6018;0;15;57;15;52
NGC6019;0;15;52;64;50
NGC6020;0;15;57;22;24
NGC6021;0;15;57;15;57
NGC6022;0;15;57;16;16
NGC6023;0;15;57;16;18
NGC6024;0;15;53;64;55
NGC6025;0;16;3;-60;25
NGC6026;0;16;1;-34;32
NGC6027;0;15;59;20;45
NGC6027;0;15;59;20;45
NGC6027;0;15;59;20;45
NGC6027;0;15;59;20;44
NGC6027;0;15;59;20;45
NGC6028;0;16;1;19;21
NGC6029;0;16;1;12;34
NGC6030;0;16;1;17;57
NGC6031;0;16;7;-54;0
NGC6032;0;16;3;20;57
NGC6033;0;16;4;-2;7
NGC6034;0;16;3;17;11
NGC6035;0;16;3;20;53
NGC6036;0;16;4;3;52
NGC6037;0;16;4;3;48
NGC6038;0;16;2;37;21
NGC6039;0;16;4;17;41
NGC6040;0;16;4;17;44
NGC6040;0;16;4;17;44
NGC6041;0;16;4;17;43
NGC6041;0;16;4;17;43
NGC6042;0;16;4;17;41
NGC6043;0;16;5;17;46
NGC6043;0;16;5;17;46
NGC6044;0;16;4;17;52
NGC6045;0;16;5;17;45
NGC6045;0;16;5;17;45
NGC6046;0;16;1;19;21
NGC6047;0;16;5;17;43
NGC6048;0;15;57;70;41
NGC6049;0;16;5;8;5
NGC6050;0;16;5;17;45
NGC6050;0;16;5;17;45
NGC6051;0;16;4;23;55
NGC6052;0;16;5;20;32
NGC6052;0;16;5;20;32
NGC6053;0;16;5;18;9
NGC6054;0;16;5;17;46
NGC6055;0;16;5;18;9
NGC6056;0;16;5;17;57
NGC6057;0;16;5;18;9
NGC6058;0;16;4;40;40
NGC6059;0;16;7;-6;24
NGC6060;0;16;5;21;29
NGC6061;0;16;6;18;14
NGC6062;0;16;6;19;45
NGC6062;0;16;6;19;46
NGC6063;0;16;7;7;58
NGC6064;0;16;5;20;32
NGC6064;0;16;5;20;32
NGC6065;0;16;7;13;53
NGC6066;0;16;7;13;56
NGC6067;0;16;13;-54;13
NGC6068;0;15;54;78;59
NGC6068;0;15;55;78;59
NGC6069;0;16;7;38;55
NGC6070;0;16;10;0;46
NGC6070;0;16;9;0;42
NGC6070;0;16;10;0;45
NGC6071;0;16;2;70;25
NGC6072;0;16;12;-36;13
NGC6073;0;16;10;16;41
NGC6074;0;16;11;14;15
NGC6074;0;16;11;14;15
NGC6075;0;16;11;23;57
NGC6076;0;16;11;26;52
NGC6076;0;16;11;26;52
NGC6077;0;16;11;26;55
NGC6078;0;16;12;14;12
NGC6079;0;16;4;69;39
NGC6080;0;16;12;2;10
NGC6081;0;16;12;9;52
NGC6082;0;16;15;-34;14
NGC6083;0;16;13;14;11
NGC6084;0;16;14;17;45
NGC6085;0;16;12;29;21
NGC6086;0;16;12;29;29
NGC6087;0;16;18;-57;56
NGC6088;0;16;10;57;27
NGC6088;0;16;10;57;27
NGC6089;0;16;12;33;2
NGC6089;0;16;12;33;2
NGC6090;0;16;11;52;27
NGC6091;0;16;7;69;54
NGC6092;0;16;14;28;7
NGC6093;MES80;16;17;-22;58
NGC6094;0;16;6;72;29
NGC6095;0;16;11;61;16
NGC6096;0;16;14;26;33
NGC6097;0;16;14;35;6
NGC6098;0;16;15;19;27
NGC6099;0;16;15;19;27
NGC6100;0;16;16;0;50
NGC6101;0;16;25;-72;12
NGC6102;0;16;15;28;9
NGC6103;0;16;15;31;57
NGC6104;0;16;16;35;42
NGC6105;0;16;17;34;52
NGC6106;0;16;18;7;24
NGC6107;0;16;17;34;54
NGC6108;0;16;17;35;8
NGC6109;0;16;17;35;0
NGC6110;0;16;17;35;5
NGC6111;0;16;14;63;15
NGC6112;0;16;18;35;6
NGC6113;0;16;19;14;7
NGC6114;0;16;18;35;10
NGC6115;0;16;24;-51;56
NGC6116;0;16;18;35;9
NGC6117;0;16;19;37;4
NGC6117;0;16;19;37;5
NGC6117;0;16;19;37;5
NGC6118;0;16;21;-2;17
NGC6119;0;16;19;37;48
NGC6120;0;16;19;37;46
NGC6121;MES4;16;23;-26;31
NGC6122;0;16;20;37;47
NGC6123;0;16;17;61;56
NGC6124;0;16;25;-40;39
NGC6125;0;16;19;57;59
NGC6126;0;16;21;36;22
NGC6127;0;16;19;57;59
NGC6128;0;16;19;57;59
NGC6129;0;16;21;37;59
NGC6130;0;16;19;57;36
NGC6131;0;16;22;38;54
NGC6131;0;16;21;38;56
NGC6131;0;16;21;38;56
NGC6132;0;16;23;11;47
NGC6133;0;16;20;56;39
NGC6134;0;16;27;-49;9
NGC6135;0;16;14;64;58
NGC6136;0;16;20;55;58
NGC6137;0;16;22;37;56
NGC6137;0;16;23;37;55
NGC6137;0;16;23;37;55
NGC6138;0;16;24;41;3
NGC6139;0;16;27;-38;50
NGC6140;0;16;20;65;23
NGC6141;0;16;23;40;51
NGC6142;0;16;23;37;15
NGC6143;0;16;21;55;5
NGC6144;0;16;27;-26;1
NGC6145;0;16;25;40;56
NGC6146;0;16;25;40;53
NGC6147;0;16;25;40;55
NGC6148;0;16;27;24;5
NGC6149;0;16;27;19;35
NGC6150;0;16;25;40;28
NGC6150;0;16;25;40;29
NGC6150;0;16;25;40;29
NGC6151;0;16;38;-73;15
NGC6152;0;16;32;-52;38
NGC6153;0;16;31;-40;15
NGC6154;0;16;25;49;50
NGC6155;0;16;26;48;22
NGC6156;0;16;34;-60;37
NGC6157;0;16;25;55;21
NGC6158;0;16;27;39;22
NGC6159;0;16;27;42;40
NGC6160;0;16;27;40;55
NGC6161;0;16;28;32;48
NGC6162;0;16;28;32;50
NGC6163;0;16;28;32;50
NGC6164;0;16;33;-48;4
NGC6165;0;16;34;-48;9
NGC6166;0;16;28;39;34
NGC6166;0;16;28;39;31
NGC6166;0;16;28;39;31
NGC6166;0;16;28;39;33
NGC6166;0;16;28;39;33
NGC6167;0;16;34;-49;46
NGC6168;0;16;31;20;11
NGC6169;0;16;34;-44;2
NGC6170;0;16;27;59;33
NGC6171;MES107;16;32;-13;3
NGC6172;0;16;22;-1;30
NGC6173;0;16;29;40;48
NGC6174;0;16;29;40;48
NGC6175;0;16;29;40;37
NGC6175;0;16;29;40;37
NGC6176;0;16;27;59;33
NGC6177;0;16;30;35;3
NGC6178;0;16;35;-45;38
NGC6179;0;16;30;35;6
NGC6180;0;16;30;40;32
NGC6181;0;16;32;19;49
NGC6182;0;16;29;55;31
NGC6183;0;16;41;-69;22
NGC6184;0;16;31;40;33
NGC6185;0;16;33;35;20
NGC6186;0;16;34;21;32
NGC6187;0;16;31;57;42
NGC6188;0;16;40;-48;39
NGC6189;0;16;31;59;37
NGC6190;0;16;32;58;26
NGC6191;0;16;31;59;37
NGC6192;0;16;40;-43;22
NGC6193;0;16;41;-48;45
NGC6194;0;16;36;36;12
NGC6195;0;16;36;39;1
NGC6196;0;16;37;36;4
NGC6197;0;16;37;35;59
NGC6198;0;16;35;57;29
NGC6199;0;16;39;36;3
NGC6200;0;16;44;-47;27
NGC6201;0;16;40;23;45
NGC6202;0;16;43;61;58
NGC6203;0;16;40;23;46
NGC6204;0;16;46;-47;1
NGC6205;MES13;16;41;36;27
NGC6206;0;16;40;58;37
NGC6207;0;16;43;36;49
NGC6208;0;16;49;-53;43
NGC6209;0;16;54;-72;35
NGC6210;0;16;44;23;48
NGC6211;0;16;41;57;47
NGC6212;0;16;43;39;48
NGC6213;0;16;41;57;48
NGC6214;0;16;39;66;2
NGC6215;0;16;51;-58;59
NGC6215;0;16;52;-58;56
NGC6216;0;16;49;-44;43
NGC6217;0;16;32;78;11
NGC6218;MES12;16;47;-1;56
NGC6219;0;16;46;9;2
NGC6220;0;16;47;0;16
NGC6221;0;16;52;-59;13
NGC6222;0;16;49;-44;43
NGC6223;0;16;43;61;34
NGC6224;0;16;48;6;18
NGC6225;0;16;48;6;13
NGC6226;0;16;43;61;58
NGC6227;0;16;51;-41;13
NGC6228;0;16;48;26;12
NGC6229;0;16;46;47;31
NGC6230;0;16;50;4;36
NGC6231;0;16;54;-41;49
NGC6232;0;16;43;70;37
NGC6233;0;16;50;23;34
NGC6234;0;16;51;4;23
NGC6235;0;16;53;-22;10
NGC6236;0;16;44;70;46
NGC6237;0;16;44;70;38
NGC6238;0;16;47;62;8
NGC6239;0;16;50;42;44
NGC6240;0;16;52;2;24
NGC6241;0;16;50;45;25
NGC6242;0;16;55;-39;27
NGC6243;0;16;52;23;19
NGC6244;0;16;48;62;12
NGC6245;0;16;45;70;48
NGC6246;0;16;49;55;32
NGC6246;0;16;50;55;23
NGC6247;0;16;48;62;58
NGC6248;0;16;46;70;21
NGC6249;0;16;57;-44;48
NGC6250;0;16;57;-45;56
NGC6251;0;16;32;82;32
NGC6252;0;16;32;82;34
NGC6253;0;16;59;-52;42
NGC6254;MES10;16;57;-4;5
NGC6255;0;16;54;36;30
NGC6256;0;16;59;-37;7
NGC6257;0;16;56;39;38
NGC6258;0;16;52;60;30
NGC6259;0;17;0;-44;39
NGC6260;0;16;51;63;42
NGC6261;0;16;56;27;58
NGC6262;0;16;58;57;5
NGC6263;0;16;56;27;49
NGC6264;0;16;57;27;50
NGC6265;0;16;57;27;50
NGC6266;MES62;17;1;-30;6
NGC6267;0;16;58;22;59
NGC6268;0;17;2;-39;43
NGC6269;0;16;57;27;51
NGC6270;0;16;58;27;51
NGC6271;0;16;58;27;57
NGC6272;0;16;58;27;55
NGC6273;MES19;17;2;-26;16
NGC6274;0;16;59;29;56
NGC6274;0;16;59;29;56
NGC6275;0;16;55;63;14
NGC6276;0;17;0;23;2
NGC6277;0;17;0;23;2
NGC6278;0;17;0;23;0
NGC6279;0;16;59;47;14
NGC6280;0;17;1;6;40
NGC6280;0;17;1;6;39
NGC6281;0;17;4;-37;59
NGC6282;0;17;0;29;49
NGC6283;0;16;59;49;55
NGC6284;0;17;4;-24;45
NGC6285;0;16;58;58;57
NGC6286;0;16;58;58;56
NGC6287;0;17;5;-22;42
NGC6288;0;16;57;68;27
NGC6289;0;16;57;68;30
NGC6290;0;17;0;58;58
NGC6291;0;17;0;58;56
NGC6292;0;17;3;61;2
NGC6293;0;17;10;-26;34
NGC6294;0;17;10;-26;34
NGC6295;0;17;3;60;20
NGC6296;0;17;8;3;53
NGC6297;0;17;3;62;1
NGC6298;0;17;4;62;2
NGC6299;0;17;5;62;27
NGC6300;0;17;16;-62;49
NGC6301;0;17;8;42;20
NGC6302;0;17;13;-37;6
NGC6303;0;17;5;68;49
NGC6304;0;17;14;-29;27
NGC6305;0;17;18;-59;10
NGC6306;0;17;7;60;43
NGC6307;0;17;7;60;45
NGC6308;0;17;11;23;22
NGC6309;0;17;14;-12;54
NGC6310;0;17;7;60;59
NGC6311;0;17;10;41;39
NGC6312;0;17;10;42;17
NGC6313;0;17;10;48;19
NGC6314;0;17;12;23;16
NGC6315;0;17;12;23;13
NGC6316;0;17;16;-28;8
NGC6317;0;17;8;62;53
NGC6318;0;17;16;-39;25
NGC6319;0;17;9;62;58
NGC6320;0;17;12;40;16
NGC6321;0;17;14;20;18
NGC6322;0;17;18;-42;56
NGC6323;0;17;13;43;46
NGC6324;0;17;5;75;24
NGC6325;0;17;17;-23;45
NGC6326;0;17;20;-51;45
NGC6327;0;17;14;43;38
NGC6328;0;17;23;-65;0
NGC6329;0;17;14;43;41
NGC6330;0;17;15;29;24
NGC6331;0;17;3;78;37
NGC6332;0;17;15;43;39
NGC6333;MES9;17;19;-18;30
NGC6334;0;17;20;-36;6
NGC6335;0;17;19;-30;9
NGC6336;0;17;16;43;49
NGC6337;0;17;22;-38;29
NGC6338;0;17;15;57;24
NGC6339;0;17;17;40;50
NGC6340;0;17;10;72;18
NGC6341;MES92;17;17;43;8
NGC6342;0;17;21;-19;35
NGC6343;0;17;17;41;3
NGC6344;0;17;17;42;26
NGC6345;0;17;15;57;21
NGC6346;0;17;15;57;19
NGC6347;0;17;19;16;39
NGC6348;0;17;18;41;38
NGC6349;0;17;19;36;3
NGC6350;0;17;18;41;41
NGC6351;0;17;19;36;3
NGC6352;0;17;25;-48;25
NGC6353;0;17;21;15;41
NGC6354;0;17;24;-38;32
NGC6355;0;17;23;-26;21
NGC6356;0;17;23;-17;48
NGC6357;0;17;24;-34;12
NGC6358;0;17;18;52;36
NGC6359;0;17;17;61;46
NGC6360;0;17;24;-29;52
NGC6361;0;17;18;60;36
NGC6362;0;17;31;-67;2
NGC6363;0;17;22;41;6
NGC6364;0;17;24;29;23
NGC6365;0;17;22;62;10
NGC6365;0;17;22;62;9
NGC6366;0;17;27;-5;4
NGC6367;0;17;25;37;45
NGC6368;0;17;27;11;32
NGC6369;0;17;29;-23;45
NGC6370;0;17;23;56;58
NGC6371;0;17;27;26;30
NGC6372;0;17;27;26;28
NGC6373;0;17;24;58;59
NGC6374;0;17;34;-32;34
NGC6375;0;17;29;16;12
NGC6376;0;17;25;58;49
NGC6377;0;17;25;58;49
NGC6378;0;17;30;6;16
NGC6379;0;17;30;16;17
NGC6380;0;17;34;-39;4
NGC6381;0;17;27;60;0
NGC6382;0;17;27;56;52
NGC6383;0;17;34;-32;34
NGC6384;0;17;32;7;3
NGC6385;0;17;28;57;31
NGC6386;0;17;28;52;43
NGC6387;0;17;28;57;32
NGC6388;0;17;36;-44;44
NGC6389;0;17;32;16;24
NGC6390;0;17;28;60;5
NGC6391;0;17;28;58;51
NGC6392;0;17;43;-69;47
NGC6393;0;17;30;59;31
NGC6394;0;17;30;59;38
NGC6395;0;17;26;71;5
NGC6396;0;17;37;-35;1
NGC6397;0;17;40;-53;40
NGC6398;0;17;42;-61;41
NGC6399;0;17;31;59;36
NGC6400;0;17;40;-36;56
NGC6401;0;17;38;-23;54
NGC6402;MES14;17;37;-3;14
NGC6403;0;17;43;-61;40
NGC6404;0;17;39;-33;14
NGC6405;MES6;17;40;-32;15
NGC6406;0;17;38;18;49
NGC6407;0;17;44;-60;44
NGC6408;0;17;38;18;52
NGC6409;0;17;36;50;45
NGC6410;0;17;35;60;47
NGC6411;0;17;35;60;48
NGC6412;0;17;29;75;42
NGC6413;0;17;40;12;37
NGC6414;0;17;30;74;22
NGC6415;0;17;44;-35;4
NGC6416;0;17;44;-32;21
NGC6417;0;17;41;23;40
NGC6418;0;17;38;58;42
NGC6419;0;17;36;68;9
NGC6420;0;17;36;68;3
NGC6421;0;17;45;-33;41
NGC6422;0;17;36;68;3
NGC6423;0;17;36;68;10
NGC6424;0;17;36;69;59
NGC6425;0;17;47;-31;31
NGC6426;0;17;44;3;10
NGC6427;0;17;43;25;29
NGC6428;0;17;43;25;33
NGC6429;0;17;44;25;21
NGC6430;0;17;45;18;8
NGC6431;0;17;43;25;29
NGC6432;0;17;47;-24;53
NGC6433;0;17;43;36;48
NGC6434;0;17;36;72;5
NGC6435;0;17;40;62;38
NGC6436;0;17;41;60;26
NGC6437;0;17;48;-35;21
NGC6438;0;18;22;-85;24
NGC6438;0;18;22;-85;24
NGC6439;0;17;48;-16;27
NGC6440;0;17;48;-20;21
NGC6441;0;17;50;-37;3
NGC6442;0;17;46;20;45
NGC6443;0;17;44;48;6
NGC6444;0;17;49;-34;49
NGC6445;0;17;49;-20;0
NGC6446;0;17;46;35;34
NGC6447;0;17;46;35;34
NGC6448;0;17;44;53;32
NGC6449;0;17;43;56;48
NGC6450;0;17;47;18;34
NGC6451;0;17;50;-30;12
NGC6452;0;17;47;20;50
NGC6453;0;17;50;-34;35
NGC6454;0;17;44;55;42
NGC6455;0;17;51;-35;20
NGC6456;0;17;42;67;35
NGC6457;0;17;42;66;28
NGC6458;0;17;49;20;48
NGC6459;0;17;45;55;46
NGC6460;0;17;49;20;45
NGC6461;0;17;39;74;2
NGC6462;0;17;44;61;54
NGC6463;0;17;43;67;36
NGC6464;0;17;45;60;53
NGC6465;0;17;52;-25;23
NGC6466;0;17;48;51;23
NGC6467;0;17;50;17;32
NGC6468;0;17;50;17;32
NGC6469;0;17;53;-22;16
NGC6470;0;17;44;67;37
NGC6471;0;17;44;67;35
NGC6471;0;17;44;67;35
NGC6472;0;17;44;67;37
NGC6473;0;17;47;57;18
NGC6474;0;17;47;57;18
NGC6475;MES7;17;53;-34;47
NGC6476;0;17;54;-29;8
NGC6477;0;17;44;67;36
NGC6478;0;17;48;51;9
NGC6479;0;17;48;54;8
NGC6480;0;17;54;-30;27
NGC6481;0;17;52;4;10
NGC6482;0;17;51;23;4
NGC6483;0;17;59;-63;40
NGC6484;0;17;51;24;28
NGC6485;0;17;51;31;27
NGC6486;0;17;52;29;49
NGC6487;0;17;52;29;50
NGC6488;0;17;49;62;13
NGC6489;0;17;50;60;5
NGC6490;0;17;54;18;22
NGC6491;0;17;50;61;31
NGC6492;0;18;2;-66;25
NGC6493;0;17;50;61;31
NGC6493;0;17;50;61;33
NGC6494;MES23;17;57;-18;59
NGC6495;0;17;54;18;19
NGC6496;0;17;59;-44;15
NGC6497;0;17;51;59;28
NGC6498;0;17;51;59;28
NGC6499;0;17;55;18;21
NGC6500;0;17;55;18;20
NGC6501;0;17;56;18;22
NGC6502;0;18;4;-65;24
NGC6503;0;17;49;70;8
NGC6504;0;17;56;33;12
NGC6505;0;17;51;65;31
NGC6506;0;17;59;-24;41
NGC6507;0;17;59;-17;27
NGC6508;0;17;49;72;1
NGC6509;0;17;59;6;17
NGC6510;0;17;54;60;49
NGC6511;0;17;54;60;49
NGC6512;0;17;54;62;38
NGC6513;0;17;59;24;53
NGC6514;MES20;18;2;-22;58
NGC6515;0;17;57;50;43
NGC6516;0;17;55;62;40
NGC6517;0;18;1;-8;57
NGC6518;0;17;59;28;52
NGC6519;0;18;3;-29;48
NGC6520;0;18;3;-27;53
NGC6521;0;17;56;62;36
NGC6521;0;17;55;62;36
NGC6522;0;18;3;-30;2
NGC6523;MES8;18;3;-24;22
NGC6524;0;17;59;45;53
NGC6525;0;18;2;11;1
NGC6526;0;18;4;-24;26
NGC6527;0;18;1;19;43
NGC6528;0;18;4;-30;3
NGC6529;0;18;5;-36;17
NGC6530;0;18;4;-24;21
NGC6531;MES21;18;4;-22;29
NGC6532;0;17;59;56;13
NGC6533;0;18;4;-24;23
NGC6534;0;17;57;64;18
NGC6535;0;18;3;0;17
NGC6536;0;17;57;64;56
NGC6537;0;18;5;-19;50
NGC6538;0;17;54;73;25
NGC6539;0;18;4;-7;35
NGC6540;0;18;6;-27;45
NGC6541;0;18;8;-43;42
NGC6542;0;17;59;61;21
NGC6543;0;17;58;66;37
NGC6544;0;18;7;-24;59
NGC6545;0;18;12;-63;46
NGC6546;0;18;7;-23;17
NGC6547;0;18;5;25;13
NGC6548;0;18;5;18;35
NGC6549;0;18;5;18;32
NGC6550;0;18;5;18;35
NGC6551;0;18;8;-29;34
NGC6552;0;18;0;66;36
NGC6553;0;18;9;-25;54
NGC6554;0;18;8;-18;26
NGC6555;0;18;7;17;36
NGC6556;0;18;9;-27;31
NGC6557;0;18;21;-76;35
NGC6558;0;18;10;-31;45
NGC6559;0;18;9;-24;6
NGC6560;0;18;5;46;52
NGC6561;0;18;10;-16;43
NGC6562;0;18;5;56;15
NGC6563;0;18;12;-33;52
NGC6564;0;18;9;17;23
NGC6565;0;18;11;-28;10
NGC6566;0;18;7;52;15
NGC6567;0;18;13;-19;4
NGC6568;0;18;12;-21;35
NGC6569;0;18;13;-31;49
NGC6570;0;18;11;14;5
NGC6571;0;18;10;21;14
NGC6572;0;18;12;6;51
NGC6573;0;18;13;-22;7
NGC6574;0;18;11;14;58
NGC6575;0;18;10;31;6
NGC6576;0;18;11;21;25
NGC6577;0;18;12;21;27
NGC6578;0;18;16;-20;27
NGC6579;0;18;12;21;25
NGC6580;0;18;12;21;25
NGC6581;0;18;12;25;39
NGC6582;0;18;11;49;54
NGC6582;0;18;11;49;54
NGC6583;0;18;15;-22;8
NGC6584;0;18;18;-52;12
NGC6585;0;18;12;39;37
NGC6586;0;18;13;21;5
NGC6587;0;18;13;18;49
NGC6588;0;18;20;-63;48
NGC6589;0;18;16;-19;46
NGC6590;0;18;17;-19;51
NGC6591;0;18;14;21;3
NGC6592;0;18;9;61;25
NGC6593;0;18;14;22;17
NGC6594;0;18;10;61;7
NGC6595;0;18;17;-19;51
NGC6596;0;18;17;-16;40
NGC6597;0;18;11;61;10
NGC6598;0;18;8;69;4
NGC6599;0;18;15;24;54
NGC6600;0;18;15;24;54
NGC6601;0;18;11;61;27
NGC6602;0;18;16;25;2
NGC6603;0;18;18;-18;24
NGC6604;0;18;18;-12;14
NGC6605;0;18;18;-14;56
NGC6606;0;18;14;43;16
NGC6607;0;18;12;61;19
NGC6608;0;18;12;61;17
NGC6609;0;18;12;61;19
NGC6610;0;18;11;14;58
NGC6611;MES16;18;18;-13;47
NGC6612;0;18;16;36;4
NGC6613;MES18;18;19;-17;8
NGC6614;0;18;25;-63;14
NGC6615;0;18;18;13;15
NGC6616;0;18;17;22;14
NGC6617;0;18;14;61;19
NGC6618;MES17;18;20;-16;11
NGC6619;0;18;18;23;39
NGC6620;0;18;22;-26;49
NGC6621;0;18;12;68;21
NGC6622;0;18;12;68;21
NGC6623;0;18;19;23;42
NGC6623;0;18;19;23;42
NGC6624;0;18;23;-30;21
NGC6625;0;18;23;-12;1
NGC6626;MES28;18;24;-24;52
NGC6627;0;18;22;15;41
NGC6628;0;18;22;23;28
NGC6629;0;18;25;-23;12
NGC6630;0;18;32;-63;17
NGC6631;0;18;27;-12;2
NGC6632;0;18;25;27;32
NGC6633;0;18;27;6;30
NGC6634;0;18;31;-32;20
NGC6635;0;18;27;14;49
NGC6636;0;18;22;66;37
NGC6636;0;18;22;66;36
NGC6637;MES69;18;31;-32;20
NGC6638;0;18;30;-25;29
NGC6639;0;18;30;-13;9
NGC6640;0;18;28;34;18
NGC6641;0;18;28;22;54
NGC6642;0;18;31;-23;28
NGC6643;0;18;19;74;34
NGC6644;0;18;32;-25;7
NGC6645;0;18;32;-16;53
NGC6646;0;18;29;39;51
NGC6647;0;18;32;-17;13
NGC6648;0;18;25;64;58
NGC6649;0;18;33;-10;24
NGC6650;0;18;25;68;0
NGC6651;0;18;24;71;36
NGC6652;0;18;35;-32;59
NGC6653;0;18;44;-73;15
NGC6654;0;18;24;73;10
NGC6654;0;18;39;73;34
NGC6655;0;18;34;-6;0
NGC6656;MES22;18;36;-23;54
NGC6657;0;18;33;34;3
NGC6658;0;18;33;22;53
NGC6659;0;18;33;23;35
NGC6660;0;18;34;22;54
NGC6661;0;18;34;22;54
NGC6662;0;18;34;32;3
NGC6663;0;18;33;40;2
NGC6664;0;18;36;-7;48
NGC6665;0;18;34;30;43
NGC6666;0;18;34;33;35
NGC6667;0;18;30;67;59
NGC6668;0;18;30;67;59
NGC6669;0;18;37;22;11
NGC6670;0;18;33;59;53
NGC6670;0;18;33;59;53
NGC6671;0;18;37;26;25
NGC6672;0;18;33;42;48
NGC6673;0;18;45;-62;17
NGC6674;0;18;38;25;22
NGC6675;0;18;37;40;3
NGC6676;0;18;33;66;57
NGC6677;0;18;33;67;6
NGC6678;0;18;30;67;59
NGC6679;0;18;33;67;8
NGC6680;0;18;39;22;18
NGC6681;MES70;18;43;-32;17
NGC6682;0;18;39;-4;48
NGC6683;0;18;42;-6;12
NGC6684;0;18;48;-65;10
NGC6684;0;18;52;-64;49
NGC6685;0;18;39;39;58
NGC6686;0;18;40;40;8
NGC6687;0;18;37;59;38
NGC6688;0;18;40;36;17
NGC6689;0;18;34;70;31
NGC6690;0;18;34;70;31
NGC6691;0;18;39;55;38
NGC6692;0;18;41;34;50
NGC6693;0;18;41;36;54
NGC6694;MES26;18;45;-9;24
NGC6695;0;18;42;40;22
NGC6696;0;18;40;59;19
NGC6697;0;18;45;25;30
NGC6698;0;18;48;-25;52
NGC6699;0;18;52;-57;19
NGC6700;0;18;46;32;16
NGC6701;0;18;43;60;39
NGC6702;0;18;46;45;42
NGC6703;0;18;47;45;33
NGC6704;0;18;50;-5;12
NGC6705;MES11;18;51;-6;16
NGC6706;0;18;56;-63;10
NGC6707;0;18;55;-53;49
NGC6708;0;18;55;-53;43
NGC6709;0;18;51;10;21
NGC6710;0;18;50;26;50
NGC6711;0;18;49;47;39
NGC6712;0;18;53;-8;42
NGC6713;0;18;50;33;57
NGC6714;0;18;45;66;43
NGC6715;MES54;18;55;-30;28
NGC6716;0;18;54;-19;54
NGC6717;0;18;55;-22;42
NGC6718;0;19;1;-66;6
NGC6719;0;19;3;-68;35
NGC6720;MES57;18;53;33;1
NGC6721;0;19;0;-57;45
NGC6722;0;19;3;-64;53
NGC6723;0;18;59;-36;37
NGC6724;0;18;56;10;25
NGC6725;0;19;1;-53;51
NGC6726;0;19;1;-36;53
NGC6727;0;19;1;-36;52
NGC6728;0;18;58;-8;58
NGC6729;0;19;1;-36;57
NGC6730;0;19;7;-68;54
NGC6731;0;18;57;43;4
NGC6732;0;18;56;52;22
NGC6732;0;18;56;52;22
NGC6733;0;19;6;-62;11
NGC6734;0;19;7;-65;27
NGC6735;0;19;0;0;28
NGC6736;0;19;7;-65;25
NGC6737;0;19;2;-18;31
NGC6738;0;19;1;11;36
NGC6739;0;19;7;-61;22
