NGCNGC/IC;MES-cat;RightAsc.(2000);0;Decl.(2000);0
NGC2100;0;5;42;-69;12
NGC2101;0;5;46;-52;5
NGC2102;0;5;42;-69;29
NGC2103;0;5;41;-71;20
NGC2104;0;5;47;-51;33
NGC2105;0;5;44;-66;55
NGC2106;0;5;50;-21;34
NGC2107;0;5;43;-70;38
NGC2108;0;5;43;-69;10
NGC2109;0;5;44;-68;32
NGC2110;0;5;52;-7;27
NGC2111;0;5;44;-70;59
NGC2112;0;5;53;0;24
NGC2113;0;5;45;-69;46
NGC2114;0;5;46;-68;2
NGC2115;0;5;51;-50;35
NGC2115;0;5;51;-50;35
NGC2116;0;5;47;-68;30
NGC2117;0;5;47;-67;27
NGC2118;0;5;47;-69;7
NGC2119;0;5;57;11;56
NGC2120;0;5;50;-63;40
NGC2121;0;5;48;-71;28
NGC2122;0;5;48;-70;4
NGC2123;0;5;51;-65;19
NGC2124;0;5;57;-20;5
NGC2125;0;5;50;-69;28
NGC2126;0;6;2;49;51
NGC2127;0;5;51;-69;21
NGC2128;0;6;4;57;37
NGC2129;0;6;0;23;19
NGC2130;0;5;52;-67;20
NGC2131;0;5;58;-26;39
NGC2132;0;5;55;-59;54
NGC2133;0;5;51;-71;10
NGC2134;0;5;51;-71;5
NGC2135;0;5;53;-67;25
NGC2136;0;5;52;-69;29
NGC2137;0;5;53;-69;28
NGC2138;0;5;54;-65;50
NGC2139;0;6;1;-23;40
NGC2140;0;5;54;-68;36
NGC2141;0;6;2;10;26
NGC2142;0;6;1;-10;35
NGC2143;0;6;3;5;49
NGC2144;0;5;40;-82;7
NGC2145;0;5;54;-70;54
NGC2146;0;6;18;78;21
NGC2146;0;6;23;78;31
NGC2147;0;5;55;-68;12
NGC2148;0;5;58;-59;7
NGC2149;0;6;3;-9;43
NGC2150;0;5;55;-69;33
NGC2151;0;5;56;-69;1
NGC2152;0;6;0;-50;44
NGC2153;0;5;57;-66;24
NGC2154;0;5;57;-67;15
NGC2155;0;5;58;-65;28
NGC2156;0;5;57;-68;27
NGC2157;0;5;57;-69;11
NGC2158;0;6;7;24;5
NGC2159;0;5;58;-68;37
NGC2160;0;5;58;-68;17
NGC2161;0;5;55;-74;21
NGC2162;0;6;0;-63;43
NGC2163;0;6;7;18;39
NGC2164;0;5;58;-68;30
NGC2165;0;6;11;51;40
NGC2166;0;5;59;-67;56
NGC2167;0;6;6;-6;12
NGC2168;MES35;6;9;24;21
NGC2169;0;6;8;13;57
NGC2170;0;6;7;-6;23
NGC2171;0;5;58;-70;45
NGC2172;0;6;0;-68;38
NGC2173;0;5;57;-72;58
NGC2174;0;6;9;20;39
NGC2175;0;6;10;20;36
NGC2175;0;6;9;20;29
NGC2176;0;6;1;-66;51
NGC2177;0;6;1;-67;44
NGC2178;0;6;2;-63;45
NGC2179;0;6;8;-21;44
NGC2180;0;6;9;4;42
NGC2181;0;6;2;-65;15
NGC2182;0;6;9;-6;19
NGC2183;0;6;10;-6;12
NGC2184;0;6;10;-3;30
NGC2185;0;6;11;-6;13
NGC2186;0;6;12;5;27
NGC2187;0;6;3;-69;34
NGC2187;0;6;3;-69;35
NGC2188;0;6;10;-34;6
NGC2189;0;6;12;1;3
NGC2190;0;6;1;-74;43
NGC2191;0;6;8;-52;30
NGC2192;0;6;15;39;51
NGC2193;0;6;6;-65;5
NGC2194;0;6;13;12;48
NGC2195;0;6;14;17;38
NGC2196;0;6;12;-21;48
NGC2197;0;6;6;-67;5
NGC2198;0;6;13;0;59
NGC2199;0;6;4;-73;24
NGC2200;0;6;13;-43;39
NGC2201;0;6;13;-43;42
NGC2202;0;6;16;5;59
NGC2203;0;6;4;-75;26
NGC2204;0;6;15;-18;39
NGC2205;0;6;10;-62;32
NGC2206;0;6;15;-26;45
NGC2207;0;6;16;-21;22
NGC2208;0;6;22;51;54
NGC2209;0;6;8;-73;50
NGC2210;0;6;11;-69;7
NGC2211;0;6;18;-18;32
NGC2212;0;6;18;-18;31
NGC2213;0;6;10;-71;31
NGC2214;0;6;12;-68;15
NGC2215;0;6;20;-7;17
NGC2216;0;6;21;-22;5
NGC2217;0;6;21;-27;14
NGC2218;0;6;24;19;20
NGC2219;0;6;23;-4;40
NGC2220;0;6;21;-44;45
NGC2221;0;6;20;-57;34
NGC2222;0;6;20;-57;32
NGC2223;0;6;24;-22;50
NGC2224;0;6;27;12;35
NGC2225;0;6;26;-9;37
NGC2226;0;6;26;-9;38
NGC2227;0;6;25;-22;0
NGC2228;0;6;21;-64;27
NGC2229;0;6;21;-64;57
NGC2230;0;6;21;-64;59
NGC2231;0;6;20;-67;31
NGC2232;0;6;28;-4;50
NGC2233;0;6;21;-65;2
NGC2234;0;6;29;16;43
NGC2235;0;6;22;-64;56
NGC2236;0;6;29;6;49
NGC2237;0;6;30;5;2
NGC2238;0;6;30;5;0
NGC2239;0;6;31;4;56
NGC2240;0;6;33;35;15
NGC2241;0;6;22;-68;55
NGC2242;0;6;34;44;46
NGC2243;0;6;29;-31;16
NGC2244;0;6;31;4;56
NGC2245;0;6;32;10;9
NGC2246;0;6;32;5;7
NGC2247;0;6;33;10;19
NGC2248;0;6;34;26;18
NGC2249;0;6;25;-68;55
NGC2250;0;6;33;-5;5
NGC2251;0;6;34;8;21
NGC2252;0;6;34;5;21
NGC2253;0;6;43;65;12
NGC2254;0;6;35;7;40
NGC2255;0;6;33;-34;48
NGC2256;0;6;47;74;14
NGC2257;0;6;30;-64;19
NGC2258;0;6;47;74;28
NGC2259;0;6;38;10;53
NGC2260;0;6;38;-1;28
NGC2261;0;6;39;8;44
NGC2262;0;6;39;1;8
NGC2263;0;6;38;-24;50
NGC2264;0;6;40;9;53
NGC2265;0;6;41;11;54
NGC2266;0;6;43;26;58
NGC2267;0;6;40;-32;28
NGC2268;0;7;14;84;22
NGC2269;0;6;43;4;37
NGC2270;0;6;43;3;28
NGC2271;0;6;42;-23;28
NGC2272;0;6;42;-27;27
NGC2273;0;6;40;60;4
NGC2273;0;6;46;60;20
NGC2273;0;6;50;60;50
NGC2274;0;6;47;33;34
NGC2275;0;6;47;33;35
NGC2276;0;7;27;85;45
NGC2277;0;6;47;33;27
NGC2278;0;6;48;33;23
NGC2279;0;6;48;33;24
NGC2280;0;6;44;-27;38
NGC2281;0;6;48;41;4
NGC2282;0;6;46;1;18
NGC2283;0;6;45;-18;12
NGC2284;0;6;49;33;11
NGC2285;0;6;49;33;21
NGC2286;0;6;47;-3;8
NGC2287;MES41;6;45;-20;45
NGC2288;0;6;50;33;27
NGC2289;0;6;50;33;28
NGC2290;0;6;50;33;26
NGC2291;0;6;50;33;31
NGC2292;0;6;47;-26;44
NGC2293;0;6;47;-26;45
NGC2294;0;6;51;33;31
NGC2295;0;6;47;-26;44
NGC2296;0;6;48;-16;54
NGC2297;0;6;44;-63;43
NGC2298;0;6;48;-36;0
NGC2299;0;6;51;-7;5
NGC2300;0;7;32;85;42
NGC2301;0;6;51;0;27
NGC2302;0;6;51;-7;5
NGC2303;0;6;56;45;29
NGC2304;0;6;55;17;59
NGC2305;0;6;48;-64;16
NGC2306;0;6;54;-7;12
NGC2307;0;6;48;-64;20
NGC2308;0;6;58;45;12
NGC2309;0;6;56;-7;10
NGC2310;0;6;53;-40;51
NGC2311;0;6;57;-4;36
NGC2312;0;6;58;10;17
NGC2313;0;6;58;-7;56
NGC2314;0;7;10;75;19
NGC2315;0;7;2;50;35
NGC2316;0;6;59;-7;46
NGC2317;0;6;59;-7;46
NGC2318;0;6;59;-13;41
NGC2319;0;7;0;3;2
NGC2320;0;7;5;50;34
NGC2321;0;7;5;50;45
NGC2322;0;7;6;50;30
NGC2323;MES50;7;2;-8;23
NGC2324;0;7;4;1;2
NGC2325;0;7;2;-28;41
NGC2326;0;7;8;50;40
NGC2326;0;7;8;50;37
NGC2327;0;7;4;-11;18
NGC2328;0;7;2;-42;4
NGC2329;0;7;9;48;36
NGC2330;0;7;9;50;9
NGC2331;0;7;6;27;15
NGC2332;0;7;9;50;10
NGC2333;0;7;8;35;10
NGC2334;0;7;11;50;14
NGC2335;0;7;6;-10;1
NGC2336;0;7;27;80;10
NGC2336;0;7;56;78;0
NGC2337;0;7;10;44;27
NGC2338;0;7;7;-5;43
NGC2339;0;7;8;18;46
NGC2340;0;7;11;50;10
NGC2341;0;7;9;20;36
NGC2342;0;7;9;20;38
NGC2343;0;7;8;-10;37
NGC2344;0;7;12;47;10
NGC2345;0;7;8;-13;11
NGC2346;0;7;9;0;48
NGC2347;0;7;16;64;42
NGC2348;0;7;3;-67;23
NGC2349;0;7;10;-8;35
NGC2350;0;7;13;12;15
NGC2351;0;7;13;-10;29
NGC2352;0;7;13;-24;2
NGC2353;0;7;14;-10;15
NGC2354;0;7;14;-25;41
NGC2355;0;7;16;13;45
NGC2356;0;7;16;13;45
NGC2357;0;7;17;23;21
NGC2358;0;7;16;-17;7
NGC2359;0;7;18;-13;13
NGC2360;0;7;17;-15;38
NGC2361;0;7;18;-13;12
NGC2362;0;7;18;-24;57
NGC2363;0;7;28;69;11
NGC2364;0;7;20;-7;33
NGC2365;0;7;22;22;4
NGC2366;0;7;28;69;12
NGC2367;0;7;20;-21;53
NGC2368;0;7;21;-10;22
NGC2369;0;7;16;-62;20
NGC2369;0;7;20;-62;3
NGC2369;0;7;18;-62;56
NGC2370;0;7;25;23;46
NGC2371;0;7;25;29;29
NGC2372;0;7;25;29;29
NGC2373;0;7;26;33;49
NGC2374;0;7;23;-13;15
NGC2375;0;7;27;33;49
NGC2376;0;7;26;23;4
NGC2377;0;7;24;-9;39
NGC2378;0;7;27;33;49
NGC2379;0;7;27;33;48
NGC2380;0;7;23;-27;31
NGC2381;0;7;19;-63;4
NGC2382;0;7;23;-27;31
NGC2383;0;7;24;-20;56
NGC2384;0;7;25;-21;1
NGC2385;0;7;28;33;50
NGC2386;0;7;28;33;46
NGC2387;0;7;28;36;52
NGC2388;0;7;28;33;49
NGC2389;0;7;29;33;51
NGC2390;0;7;29;33;50
NGC2391;0;7;29;33;49
NGC2392;0;7;29;20;54
NGC2393;0;7;30;34;1
NGC2394;0;7;28;7;5
NGC2395;0;7;27;13;36
NGC2396;0;7;28;-11;43
NGC2397;0;7;21;-69;6
NGC2397;0;7;21;-69;0
NGC2397;0;7;21;-68;50
NGC2398;0;7;30;24;29
NGC2398;0;7;30;24;29
NGC2399;0;7;29;0;12
NGC2400;0;7;29;0;12
NGC2401;0;7;29;-13;58
NGC2402;0;7;30;9;39
NGC2402;0;7;30;9;38
NGC2403;0;7;36;65;36
NGC2404;0;7;37;65;36
NGC2405;0;7;32;25;54
NGC2405;0;7;32;25;54
NGC2406;0;7;31;18;17
NGC2407;0;7;31;18;19
NGC2408;0;7;39;71;40
NGC2409;0;7;31;-17;11
NGC2410;0;7;35;32;49
NGC2411;0;7;34;18;16
NGC2412;0;7;34;8;32
NGC2413;0;7;33;-13;5
NGC2414;0;7;33;-15;27
NGC2415;0;7;36;35;14
NGC2416;0;7;35;11;36
NGC2417;0;7;30;-62;15
NGC2418;0;7;36;17;53
NGC2419;0;7;38;38;52
NGC2420;0;7;38;21;34
NGC2421;0;7;36;-20;36
NGC2422;MES47;7;36;-14;28
NGC2423;0;7;37;-13;52
NGC2424;0;7;40;39;13
NGC2425;0;7;38;-14;52
NGC2426;0;7;43;52;19
NGC2427;0;7;36;-47;38
NGC2428;0;7;39;-16;31
NGC2429;0;7;43;52;20
NGC2429;0;7;43;52;21
NGC2429;0;7;43;52;21
NGC2430;0;7;39;-16;17
NGC2431;0;7;45;53;4
NGC2432;0;7;40;-19;5
NGC2433;0;7;42;9;15
NGC2434;0;7;34;-69;17
NGC2435;0;7;44;31;39
NGC2436;0;7;45;53;4
NGC2437;MES46;7;41;-14;48
NGC2438;0;7;41;-14;44
NGC2439;0;7;40;-31;41
NGC2440;0;7;41;-18;12
NGC2441;0;7;51;73;0
NGC2442;0;7;36;-69;31
NGC2443;0;7;36;-69;8
NGC2444;0;7;46;39;1
NGC2445;0;7;46;39;0
NGC2446;0;7;48;54;36
NGC2447;MES93;7;44;-23;51
NGC2448;0;7;44;-24;40
NGC2449;0;7;47;26;55
NGC2450;0;7;47;27;1
NGC2451;0;7;45;-37;58
NGC2452;0;7;47;-27;20
NGC2453;0;7;47;-27;11
NGC2454;0;7;50;16;22
NGC2455;0;7;48;-21;17
NGC2456;0;7;54;55;29
NGC2457;0;7;54;55;32
NGC2458;0;7;55;56;42
NGC2459;0;7;52;9;33
NGC2460;0;7;56;60;20
NGC2461;0;7;56;56;40
NGC2462;0;7;56;56;41
NGC2463;0;7;57;56;40
NGC2464;0;7;57;56;41
NGC2465;0;7;57;56;49
NGC2466;0;7;45;-71;24
NGC2467;0;7;52;-26;26
NGC2468;0;7;58;56;21
NGC2469;0;7;58;56;40
NGC2470;0;7;54;4;27
NGC2471;0;7;58;56;40
NGC2472;0;7;58;56;42
NGC2473;0;7;55;56;44
NGC2474;0;7;57;52;51
NGC2475;0;7;58;52;51
NGC2476;0;7;56;39;55
NGC2477;0;7;52;-38;32
NGC2478;0;7;36;-14;28
NGC2479;0;7;55;-17;42
NGC2480;0;7;57;23;46
NGC2481;0;7;57;23;46
NGC2482;0;7;55;-24;15
NGC2483;0;7;55;-27;53
NGC2484;0;7;58;37;47
NGC2485;0;7;56;7;28
NGC2486;0;7;57;25;9
NGC2487;0;7;58;25;8
NGC2488;0;8;1;56;33
NGC2489;0;7;56;-30;3
NGC2490;0;7;59;27;4
NGC2491;0;7;58;7;59
NGC2492;0;7;59;27;1
NGC2493;0;8;0;39;49
NGC2494;0;7;59;0;38
NGC2495;0;8;0;39;50
NGC2496;0;7;58;8;1
NGC2497;0;8;2;56;56
NGC2498;0;7;59;24;58
NGC2499;0;7;58;7;29
NGC2500;0;8;1;50;44
NGC2501;0;7;58;-14;21
NGC2502;0;7;55;-52;18
NGC2503;0;8;0;22;23
NGC2504;0;7;59;5;36
NGC2505;0;8;4;53;32
NGC2506;0;8;0;-10;46
NGC2507;0;8;1;15;42
NGC2508;0;8;1;8;33
NGC2509;0;8;0;-19;3
NGC2510;0;8;2;9;29
NGC2511;0;8;2;9;23
NGC2512;0;8;3;23;23
NGC2513;0;8;2;9;24
NGC2514;0;8;2;15;48
NGC2515;0;8;3;20;11
NGC2516;0;7;58;-60;45
NGC2517;0;8;2;-12;19
NGC2518;0;8;7;51;7
NGC2519;0;8;7;51;7
NGC2520;0;8;4;-28;8
NGC2521;0;8;8;57;46
NGC2522;0;8;6;17;42
NGC2523;0;8;4;74;2
NGC2523;0;8;12;73;33
NGC2523;0;8;15;73;34
NGC2523;0;8;17;73;19
NGC2524;0;8;8;39;9
NGC2525;0;8;5;-11;25
NGC2526;0;8;6;8;0
NGC2527;0;8;4;-28;8
NGC2528;0;8;7;39;11
NGC2529;0;8;7;17;49
NGC2530;0;8;7;17;49
NGC2531;0;8;8;17;49
NGC2532;0;8;10;33;57
NGC2533;0;8;7;-29;53
NGC2534;0;8;12;55;40
NGC2535;0;8;11;25;12
NGC2536;0;8;11;25;10
NGC2537;0;8;13;45;59
NGC2537;0;8;13;45;59
NGC2538;0;8;11;3;37
NGC2539;0;8;10;-12;49
NGC2540;0;8;12;26;21
NGC2541;0;8;14;49;3
NGC2542;0;8;11;-12;55
NGC2543;0;8;12;36;15
NGC2544;0;8;21;73;59
NGC2545;0;8;14;21;21
NGC2546;0;8;12;-37;35
NGC2547;0;8;10;-49;12
NGC2548;MES48;8;13;-5;45
NGC2549;0;8;18;57;48
NGC2550;0;8;24;74;0
NGC2550;0;8;28;73;44
NGC2551;0;8;24;73;24
NGC2552;0;8;19;50;0
NGC2553;0;8;17;20;54
NGC2554;0;8;17;23;28
NGC2555;0;8;17;0;44
NGC2556;0;8;19;20;56
NGC2557;0;8;19;21;26
NGC2558;0;8;19;20;30
NGC2559;0;8;17;-27;27
NGC2560;0;8;19;20;59
NGC2561;0;8;19;4;39
NGC2562;0;8;20;21;7
NGC2563;0;8;20;21;4
NGC2564;0;8;18;-21;49
NGC2565;0;8;19;22;1
NGC2566;0;8;18;-25;30
NGC2567;0;8;18;-30;38
NGC2568;0;8;18;-37;6
NGC2569;0;8;21;20;52
NGC2570;0;8;21;20;54
NGC2571;0;8;18;-29;44
NGC2572;0;8;21;19;8
NGC2573;0;1;41;-89;20
NGC2573;0;23;7;-89;6
NGC2573;0;23;12;-89;7
NGC2574;0;8;20;-8;55
NGC2575;0;8;22;24;17
NGC2576;0;8;22;25;44
NGC2577;0;8;22;22;33
NGC2578;0;8;21;-13;19
NGC2579;0;8;20;-36;12
NGC2580;0;8;21;-30;18
NGC2581;0;8;24;18;35
NGC2582;0;8;25;20;20
NGC2583;0;8;23;-5;0
NGC2584;0;8;23;-4;58
NGC2585;0;8;23;-4;54
NGC2586;0;8;23;-4;57
NGC2587;0;8;23;-29;30
NGC2588;0;8;23;-32;58
NGC2589;0;8;24;-8;46
NGC2590;0;8;25;0;35
NGC2591;0;8;37;78;1
NGC2592;0;8;27;25;58
NGC2593;0;8;26;17;22
NGC2594;0;8;27;25;52
NGC2595;0;8;27;21;28
NGC2596;0;8;27;17;17
NGC2597;0;8;29;21;30
NGC2598;0;8;30;21;29
NGC2599;0;8;32;22;33
NGC2600;0;8;34;52;42
NGC2601;0;8;25;-68;7
NGC2602;0;8;34;52;50
NGC2603;0;8;34;52;48
NGC2604;0;8;33;29;29
NGC2604;0;8;33;29;32
NGC2604;0;8;33;29;32
NGC2605;0;8;35;52;49
NGC2606;0;8;35;52;47
NGC2607;0;8;33;26;58
NGC2608;0;8;35;28;28
NGC2609;0;8;29;-61;6
NGC2610;0;8;33;-16;8
NGC2611;0;8;35;25;1
NGC2612;0;8;33;-13;10
NGC2613;0;8;33;-22;58
NGC2614;0;8;42;72;58
NGC2615;0;8;34;-2;32
NGC2616;0;8;35;-1;51
NGC2617;0;8;35;-4;5
NGC2618;0;8;35;0;42
NGC2619;0;8;37;28;42
NGC2620;0;8;37;24;56
NGC2621;0;8;37;24;59
NGC2622;0;8;38;24;53
NGC2623;0;8;38;25;45
NGC2624;0;8;38;19;43
NGC2625;0;8;38;19;42
NGC2626;0;8;35;-40;40
NGC2627;0;8;37;-29;57
NGC2628;0;8;40;23;32
NGC2629;0;8;47;72;59
NGC2630;0;8;47;73;0
NGC2631;0;8;47;73;0
NGC2632;MES44;8;39;19;40
NGC2633;0;8;48;74;5
NGC2634;0;8;48;73;58
NGC2634;0;8;48;73;56
NGC2635;0;8;38;-34;46
NGC2636;0;8;48;73;40
NGC2637;0;8;41;19;33
NGC2638;0;8;42;37;13
NGC2639;0;8;43;50;12
NGC2640;0;8;37;-55;7
NGC2641;0;8;47;72;53
NGC2642;0;8;40;-4;7
NGC2643;0;8;42;19;31
NGC2644;0;8;41;4;58
NGC2645;0;8;39;-46;13
NGC2646;0;8;50;73;27
NGC2647;0;8;42;19;39
NGC2648;0;8;42;14;17
NGC2649;0;8;44;34;43
NGC2650;0;8;49;70;17
NGC2651;0;8;43;11;46
NGC2652;0;8;43;-3;36
NGC2653;0;8;54;78;23
NGC2654;0;8;49;60;13
NGC2655;0;8;55;78;13
NGC2656;0;8;47;53;52
NGC2657;0;8;45;9;38
NGC2658;0;8;43;-32;39
NGC2659;0;8;42;-45;0
NGC2660;0;8;42;-47;12
NGC2661;0;8;45;12;37
NGC2662;0;8;45;-15;7
NGC2663;0;8;45;-33;47
NGC2664;0;8;47;12;36
NGC2665;0;8;46;-19;18
NGC2666;0;8;49;44;42
NGC2667;0;8;48;19;2
NGC2667;0;8;48;19;1
NGC2667;0;8;48;19;1
NGC2668;0;8;49;36;42
NGC2669;0;8;46;-52;56
NGC2670;0;8;45;-48;47
NGC2671;0;8;46;-41;52
NGC2672;0;8;49;19;4
NGC2673;0;8;49;19;4
NGC2674;0;8;49;-14;17
NGC2675;0;8;52;53;37
NGC2676;0;8;51;47;33
NGC2677;0;8;50;19;0
NGC2678;0;8;50;11;20
NGC2679;0;8;51;30;51
NGC2680;0;8;51;30;51
NGC2681;0;8;53;51;18
NGC2682;MES67;8;50;11;48
NGC2683;0;8;52;33;25
NGC2684;0;8;54;49;9
NGC2685;0;8;55;58;44
NGC2686;0;8;54;49;8
NGC2686;0;8;55;49;8
NGC2686;0;8;54;49;8
NGC2686;0;8;55;49;8
NGC2687;0;8;55;49;9
NGC2687;0;8;55;49;9
NGC2687;0;8;55;49;9
NGC2687;0;8;55;49;9
NGC2688;0;8;55;49;7
NGC2689;0;8;55;49;6
NGC2690;0;8;52;-2;36
NGC2691;0;8;54;39;32
NGC2692;0;8;56;52;3
NGC2693;0;8;56;51;20
NGC2694;0;8;56;51;19
NGC2695;0;8;54;-3;4
NGC2696;0;8;50;-5;0
NGC2697;0;8;54;-2;59
NGC2698;0;8;55;-3;11
NGC2699;0;8;55;-3;7
NGC2700;0;8;55;-3;7
NGC2701;0;8;59;53;46
NGC2702;0;8;55;-3;3
NGC2703;0;8;55;-3;18
NGC2704;0;8;56;39;22
NGC2705;0;8;56;-3;0
NGC2706;0;8;56;-2;33
NGC2707;0;8;56;-3;3
NGC2708;0;8;56;-3;21
NGC2709;0;8;56;-3;14
NGC2710;0;8;59;55;42
NGC2711;0;8;57;17;17
NGC2712;0;8;59;44;54
NGC2713;0;8;57;2;55
NGC2714;0;8;53;-59;13
NGC2715;0;9;8;78;5
NGC2716;0;8;57;3;5
NGC2717;0;8;57;-24;40
NGC2718;0;8;58;6;17
NGC2719;0;9;0;35;43
NGC2719;0;9;0;35;43
NGC2720;0;8;59;11;8
NGC2721;0;8;58;-4;54
NGC2722;0;8;58;-3;42
NGC2723;0;9;0;3;10
NGC2724;0;9;1;35;45
NGC2725;0;9;1;11;5
NGC2726;0;9;4;59;55
NGC2727;0;8;56;-3;21
NGC2728;0;9;1;11;4
NGC2729;0;9;1;3;43
NGC2730;0;9;2;16;50
NGC2731;0;9;2;8;18
NGC2732;0;9;13;79;11
NGC2733;0;8;58;-3;42
NGC2734;0;9;3;16;51
NGC2735;0;9;2;25;56
NGC2735;0;9;2;25;56
NGC2736;0;9;0;-45;56
NGC2737;0;9;3;21;54
NGC2738;0;9;4;21;58
NGC2739;0;9;6;51;44
NGC2740;0;9;6;51;44
NGC2741;0;9;3;18;15
NGC2742;0;9;7;60;28
NGC2742;0;9;9;62;14
NGC2743;0;9;4;25;0
NGC2744;0;9;4;18;27
NGC2744;0;9;4;18;27
NGC2745;0;9;4;18;15
NGC2746;0;9;5;35;22
NGC2747;0;9;5;18;26
NGC2748;0;9;13;76;28
NGC2749;0;9;5;18;18
NGC2750;0;9;5;25;26
NGC2751;0;9;5;18;15
NGC2752;0;9;5;18;20
NGC2753;0;9;7;25;20
NGC2753;0;9;7;25;20
NGC2754;0;9;5;-19;5
NGC2755;0;9;7;41;42
NGC2756;0;9;9;53;50
NGC2757;0;9;5;-19;2
NGC2758;0;9;5;-19;2
NGC2759;0;9;8;37;37
NGC2760;0;9;15;76;22
NGC2761;0;9;7;18;26
NGC2762;0;9;9;50;25
NGC2763;0;9;6;-15;29
NGC2764;0;9;8;21;26
NGC2765;0;9;7;3;23
NGC2766;0;9;8;29;51
NGC2767;0;9;10;50;24
NGC2768;0;9;11;60;2
NGC2769;0;9;10;50;25
NGC2770;0;9;9;33;7
NGC2770;0;9;9;33;7
NGC2771;0;9;10;50;22
NGC2772;0;9;7;-23;37
NGC2773;0;9;9;7;10
NGC2774;0;9;10;18;41
NGC2775;0;9;10;7;2
NGC2776;0;9;12;44;57
NGC2777;0;9;10;7;12
NGC2778;0;9;12;35;1
NGC2779;0;9;12;35;3
NGC2780;0;9;12;34;55
NGC2781;0;9;11;-14;49
NGC2782;0;9;14;40;6
NGC2783;0;9;13;29;59
NGC2783;0;9;13;29;59
NGC2783;0;9;13;29;59
NGC2784;0;9;12;-24;10
NGC2785;0;9;15;40;55
NGC2786;0;9;13;12;26
NGC2787;0;9;19;69;12
NGC2788;0;9;2;-68;13
NGC2788;0;9;3;-67;58
NGC2788;0;9;9;-67;55
NGC2789;0;9;14;29;43
NGC2790;0;9;15;19;41
NGC2791;0;9;15;17;35
NGC2792;0;9;12;-42;25
NGC2793;0;9;16;34;25
NGC2794;0;9;16;17;35
NGC2795;0;9;16;17;37
NGC2796;0;9;16;30;54
NGC2797;0;9;16;17;43
NGC2798;0;9;17;41;59
NGC2799;0;9;17;41;59
NGC2800;0;9;18;52;30
NGC2801;0;9;16;19;56
NGC2802;0;9;16;18;57
NGC2803;0;9;16;18;57
NGC2804;0;9;16;20;11
NGC2805;0;9;20;64;6
NGC2806;0;9;16;20;4
NGC2807;0;9;16;20;1
NGC2807;0;9;17;20;2
NGC2808;0;9;12;-64;51
NGC2809;0;9;17;20;4
NGC2810;0;9;21;71;51
NGC2810;0;9;22;71;50
NGC2810;0;9;22;71;50
NGC2811;0;9;16;-16;18
NGC2812;0;9;17;19;55
NGC2813;0;9;17;19;54
NGC2814;0;9;21;64;15
NGC2815;0;9;16;-23;38
NGC2816;0;9;7;60;28
NGC2817;0;9;17;-4;45
NGC2818;0;9;16;-36;37
NGC2819;0;9;18;16;11
NGC2820;0;9;21;64;14
NGC2820;0;9;21;64;15
NGC2821;0;9;16;-26;49
NGC2822;0;9;13;-69;38
NGC2823;0;9;19;34;0
NGC2824;0;9;19;26;16
NGC2825;0;9;19;33;44
NGC2826;0;9;19;33;37
NGC2827;0;9;19;33;52
NGC2828;0;9;19;33;53
NGC2829;0;9;19;33;38
NGC2830;0;9;19;33;44
NGC2831;0;9;19;33;44
NGC2832;0;9;19;33;44
NGC2833;0;9;19;33;55
NGC2834;0;9;20;33;42
NGC2835;0;9;17;-22;21
NGC2836;0;9;13;-69;20
NGC2837;0;9;18;-16;28
NGC2838;0;9;20;39;18
NGC2839;0;9;20;33;39
NGC2840;0;9;20;35;22
NGC2841;0;9;22;50;58
NGC2842;0;9;15;-63;4
NGC2843;0;9;20;18;55
NGC2844;0;9;21;40;9
NGC2845;0;9;18;-38;0
NGC2846;0;9;19;-14;40
NGC2847;0;9;20;-16;31
NGC2848;0;9;20;-16;31
NGC2849;0;9;19;-40;31
NGC2850;0;9;20;-4;56
NGC2851;0;9;20;-16;29
NGC2852;0;9;23;40;9
NGC2853;0;9;23;40;11
NGC2854;0;9;24;49;12
NGC2855;0;9;21;-11;54
NGC2856;0;9;24;49;14
NGC2857;0;9;24;49;21
NGC2858;0;9;22;3;9
NGC2859;0;9;24;34;30
NGC2860;0;9;24;41;3
NGC2861;0;9;23;2;8
NGC2862;0;9;24;26;46
NGC2863;0;9;23;-10;26
NGC2864;0;9;24;5;56
NGC2865;0;9;23;-23;9
NGC2866;0;9;22;-51;6
NGC2867;0;9;21;-58;18
NGC2868;0;9;23;-10;25
NGC2869;0;9;23;-10;26
NGC2870;0;9;27;57;22
NGC2871;0;9;25;11;26
NGC2872;0;9;25;11;25
NGC2873;0;9;25;11;27
NGC2874;0;9;25;11;25
NGC2875;0;9;25;11;25
NGC2876;0;9;25;-6;43
NGC2877;0;9;25;2;13
NGC2878;0;9;25;2;5
NGC2879;0;9;25;-11;39
NGC2880;0;9;29;62;29
NGC2881;0;9;25;-11;59
NGC2881;0;9;25;-11;59
NGC2882;0;9;26;7;57
NGC2883;0;9;25;-34;6
NGC2884;0;9;26;-11;33
NGC2885;0;9;27;23;1
NGC2886;0;9;26;-21;44
NGC2887;0;9;23;-63;48
NGC2888;0;9;26;-28;2
NGC2889;0;9;27;-11;38
NGC2890;0;9;26;-14;31
NGC2891;0;9;26;-24;47
NGC2892;0;9;32;67;37
NGC2893;0;9;30;29;32
NGC2894;0;9;29;7;43
NGC2895;0;9;32;57;28
NGC2896;0;9;30;23;39
NGC2897;0;9;29;2;12
NGC2898;0;9;29;2;3
NGC2899;0;9;27;-56;6
